class,genus,species,female_body_mass_g,male_body_mass_g
Aves,Coeligena,coeligena,6.2,6.7
Aves,Coeligena,helianthea,6.3,7
Aves,Coeligena,iris,6.2,7
Aves,Coeligena,lutetiae,7.4,8.1
Aves,Coeligena,orina,6.15,7.15
Aves,Coeligena,phalerata,5.4,6.8
Aves,Coeligena,prunellei,-999,-999
Aves,Coeligena,torquata,6.2,7.6
Aves,Coeligena,violifer,7.05,7.9
Aves,Coeligena,wilsoni,-999,-999
Aves,Colibri,coruscans,6.5,8
Aves,Colibri,delphinae,5.3,7
Aves,Colibri,serrirostris,-999,-999
Aves,Colibri,thalassinus,5,5.5
Aves,Cyanophaia,bicolor,-999,-999
Aves,Cynanthus,doubledayi,3.35,3.51
Aves,Cynanthus,latirostris,3.35,3.51
Aves,Cynanthus,sordidus,3.4,4.2
Aves,Damophila,julie,3.9,3.3
Aves,Discosura,conversii,-999,-999
Aves,Discosura,langsdorffi,2.2,2.8
Aves,Discosura,longicaudus,-999,-999
Aves,Discosura,popelairii,-999,-999
Aves,Doricha,eliza,-999,-999
Aves,Doricha,enicura,-999,-999
Aves,Doryfera,johannae,4.7,4.1
Aves,Doryfera,ludovicae,5.2,6
Aves,Elvira,chionura,-999,-999
Aves,Elvira,cupreiceps,-999,-999
Aves,Ensifera,ensifera,11.5,11
Aves,Eriocnemis,aline,-999,-999
Aves,Eriocnemis,cupreoventris,-999,-999
Aves,Eriocnemis,glaucopoides,-999,-999
Aves,Eriocnemis,godini,-999,-999
Aves,Eriocnemis,luciani,6.2,6.3
Aves,Eriocnemis,mosquera,-999,-999
Aves,Eriocnemis,nigrivestis,-999,-999
Aves,Eriocnemis,vestita,5,5
Aves,Eugenes,fulgens,7.4,8.35
Aves,Eulampis,holosericeus,-999,-999
Aves,Eulampis,jugularis,8.1,9.65
Aves,Eupetomena,macroura,-999,-999
Aves,Eupherusa,cyanophrys,4.1,5.4
Aves,Eupherusa,eximia,4.4,4.6
Aves,Eupherusa,nigriventris,-999,-999
Aves,Eupherusa,poliocerca,4.4,4.6
Aves,Eutoxeres,aquila,9.5,10
Aves,Eutoxeres,condamini,10,11
Aves,Florisuga,fusca,-999,-999
Aves,Florisuga,mellivora,6.8,7.2
Aves,Glaucis,aeneus,6.7,7.5
Aves,Glaucis,dohrnii,-999,-999
Aves,Glaucis,hirsutus,6.7,7.5
Aves,Goethalsia,bella,3.8,3
Aves,Goldmania,violiceps,-999,-999
Aves,Haplophaedia,assimilis,5.2,5.9
Aves,Haplophaedia,aureliae,5.2,5.9
Aves,Haplophaedia,lugens,-999,-999
Aves,Heliactin,bilophus,-999,-999
Aves,Heliangelus,amethysticollis,4.95,5.5
Aves,Heliangelus,exortis,4.4,4.8
Aves,Heliangelus,mavors,-999,-999
Aves,Heliangelus,regalis,-999,-999
Aves,Heliangelus,strophianus,-999,5.475
Aves,Heliangelus,viola,4.4,5.8
Aves,Heliodoxa,aurescens,6.1,5.4
Aves,Heliodoxa,branickii,5.2,5.4
Aves,Heliodoxa,gularis,6.8,6.5
Aves,Heliodoxa,imperatrix,-999,-999
Aves,Heliodoxa,jacula,7.2,9.05
Aves,Heliodoxa,leadbeateri,6.4,7.6
Aves,Heliodoxa,rubinoides,7.6,8
Aves,Heliodoxa,schreibersii,8.1,9.45
Aves,Heliodoxa,xanthogonys,6.6,7.4
Aves,Heliomaster,constantii,-999,-999
Aves,Heliomaster,furcifer,-999,-999
Aves,Heliomaster,longirostris,7.15,6.8
Aves,Heliomaster,squamosus,-999,-999
Aves,Heliothryx,auritus,6.2,6
Aves,Heliothryx,barroti,6.2,6
Aves,Hylocharis,chrysura,4.2,4.3
Aves,Hylocharis,cyanus,3.8,3.4
Aves,Hylocharis,eliciae,3.6,4.2
Aves,Hylocharis,grayi,5.5,5.9
Aves,Hylocharis,humboldtii,5.5,5.9
Aves,Hylocharis,sapphirina,-999,-999
Aves,Klais,guimeti,2.3,2.5
Aves,Lafresnaya,lafresnayi,4.9,4.9
Aves,Lampornis,amethystinus,6,6.1
Aves,Lampornis,calolaemus,4.65,5.6
Aves,Lampornis,castaneoventris,5.1,5.6
Aves,Lampornis,cinereicauda,5.1,5.6
Aves,Lampornis,clemenciae,6.8,8.4
Aves,Lampornis,hemileucus,-999,-999
Aves,Lampornis,viridipallens,5,6
Aves,Lamprolaima,rhami,7,9.5
Aves,Lepidopyga,coeruleogularis,4.2,-999
Aves,Lepidopyga,goudoti,-999,-999
Aves,Lepidopyga,lilliae,4.2,-999
Aves,Lesbia,nuna,4.05,4.5
Aves,Lesbia,victoriae,4.5,5.1
Aves,Leucippus,baeri,4.2,4.4
Aves,Leucippus,chlorocercus,4.8,5.3
Aves,Leucippus,fallax,-999,6
Aves,Leucippus,taczanowskii,6,7.2
Aves,Leucochloris,albicollis,-999,-999
Aves,Loddigesia,mirabilis,-999,-999
Aves,Lophornis,adorabilis,-999,-999
Aves,Lophornis,chalybeus,3,-999
Aves,Lophornis,delattrei,-999,-999
Aves,Lophornis,gouldii,2.4,-999
Aves,Lophornis,helenae,-999,-999
Aves,Lophornis,magnificus,-999,-999
Aves,Lophornis,ornatus,2.75,2.25
Aves,Lophornis,pavoninus,-999,3
Aves,Mellisuga,helenae,2.55,2.275
Aves,Mellisuga,minima,-999,-999
Aves,Metallura,aeneocauda,5.2,4.9
Aves,Metallura,baroni,4.8,5.5
Aves,Metallura,eupogon,4.8,5.5
Aves,Metallura,odomae,5.1,5.4
Aves,Metallura,phoebe,5.7,5.5
Aves,Metallura,theresiae,4.7,4.9
Aves,Metallura,tyrianthina,3.7,3.8
Aves,Metallura,williami,4.3,4.8
Aves,Microchera,albocoronata,-999,-999
Aves,Microstilbon,burmeisteri,2.5,-999
Aves,Myrtis,fanny,2.3,2.3
Aves,Ocreatus,underwoodii,3.1,3
Aves,Oreonympha,nobilis,7,7
Aves,Oreotrochilus,chimborazo,-999,-999
Aves,Oreotrochilus,estella,8,8.5
Aves,Oreotrochilus,leucopleurus,-999,-999
Aves,Oreotrochilus,melanogaster,-999,9.1
Aves,Orthorhyncus,cristatus,2.42,2.75
Aves,Oxypogon,guerinii,-999,-999
Aves,Panterpe,insignis,5,6.1
Aves,Patagona,gigas,19.8,22
Aves,Phaeochroa,cuvierii,8,9.3
Aves,Phaethornis,anthophilus,-999,-999
Aves,Phaethornis,atrimentalis,2.5,2.8
Aves,Phaethornis,augusti,-999,-999
Aves,Phaethornis,bourcieri,3.9,4.2
Aves,Phaethornis,eurynome,-999,-999
Aves,Phaethornis,griseogularis,-999,-999
Aves,Phaethornis,guy,5.7,5.65
Aves,Phaethornis,hispidus,-999,-999
Aves,Phaethornis,idaliae,2.5,2.8
Aves,Phaethornis,koepckeae,4.65,5.4
Aves,Phaethornis,longirostris,5.5,6
Aves,Phaethornis,longuemareus,2.5,2.8
Aves,Phaethornis,malaris,5.5,6
Aves,Phaethornis,mexicanus,5.5,6
Aves,Phaethornis,nattereri,-999,-999
Aves,Phaethornis,philippii,4,4.8
Aves,Phaethornis,pretrei,-999,-999
Aves,Phaethornis,ruber,2.4,2.1
Aves,Phaethornis,rupurumii,-999,-999
Aves,Phaethornis,squalidus,-999,-999
Aves,Phaethornis,striigularis,2.5,2.8
Aves,Phaethornis,stuarti,2.4,2.1
Aves,Phaethornis,subochraceus,3.6,4
Aves,Phaethornis,superciliosus,5.5,6
Aves,Phaethornis,syrmatophorus,5.6,5.4
Aves,Phaethornis,yaruqui,5.1,6.1
Aves,Phlogophilus,harterti,2.6,2.7
Aves,Phlogophilus,hemileucurus,2.8,2.3
Aves,Polyonymus,caroli,4.7,4.4
Aves,Polytmus,guainumbi,5.4,5.6
Aves,Polytmus,milleri,-999,-999
Aves,Polytmus,theresiae,-999,-999
Aves,Pterophanes,cyanopterus,9.1,10.1
Aves,Ramphodon,naevius,-999,-999
Aves,Ramphomicron,microrhynchum,3.3,3.8
Aves,Rhodopis,vesper,3,4
Aves,Sappho,sparganurus,4.8,5.5
Aves,Schistes,geoffroyi,3.5,4
Aves,Selasphorus,calliope,2.815,2.525
Aves,Selasphorus,flammula,2.6,2.6
Aves,Selasphorus,platycercus,3.6,3.5
Aves,Selasphorus,rufus,3.505,3.26
Aves,Selasphorus,sasin,3.27,3.14
Aves,Selasphorus,scintilla,2.3,2
Aves,Sephanoides,fernandensis,7,10.9
Aves,Sephanoides,sephaniodes,4.7,5.7
Aves,Stephanoxis,lalandi,-999,-999
Aves,Sternoclyta,cyanopectus,-999,-999
Aves,Taphrospilus,hypostictus,6.5,7.4
Aves,Thalurania,colombica,4.2,4.9
Aves,Thalurania,furcata,4.2,4.9
Aves,Thalurania,glaucopis,-999,-999
Aves,Thalurania,ridgwayi,4.2,4.9
Aves,Thalurania,watertonii,-999,-999
Aves,Thaumastura,cora,1.8,2
Aves,Threnetes,leucurus,5.7,6.5
Aves,Threnetes,niger,-999,-999
Aves,Threnetes,ruckeri,5,6.3
Aves,Tilmatura,dupontii,-999,-999
Aves,Topaza,pella,10.95,14.2
Aves,Topaza,pyra,10.95,14.2
Aves,Trochilus,polytmus,4.6,5
Aves,Trochilus,scitulus,4.35,5
Aves,Urochroa,bougueri,-999,-999
Aves,Urosticte,benjamini,-999,-999
Aves,Urosticte,ruficrissa,-999,-999
Aves,Apteryx,australis,2725,2225
Aves,Apteryx,haastii,2418,1700
Aves,Apteryx,mantelli,2712.5,2216.5
Aves,Apteryx,owenii,1350.5,1135
Aves,Apteryx,rowi,2725,2225
Aves,Aceros,cassidix,-999,2360
Aves,Aceros,comatus,1470,-999
Aves,Aceros,corrugatus,-999,1590
Aves,Aceros,leucocephalus,-999,1081
Aves,Aceros,nipalensis,2270,2500
Aves,Aceros,waldeni,-999,1081
Aves,Anorrhinus,austeni,-999,-999
Aves,Anorrhinus,galeritus,-999,-999
Aves,Anorrhinus,tickelli,731.5,876
Aves,Anthracoceros,albirostris,740,846
Aves,Anthracoceros,coronatus,740,846
Aves,Anthracoceros,malayanus,-999,1050
Aves,Buceros,bicornis,2671.75,3003
Aves,Buceros,hydrocorax,1343.5,1446.25
Aves,Buceros,rhinoceros,2182.5,2646.25
Aves,Bycanistes,albotibialis,948.25,1295.75
Aves,Bycanistes,brevis,-999,-999
Aves,Bycanistes,bucinator,567,739
Aves,Bycanistes,cylindricus,921,-999
Aves,Bycanistes,fistulator,513.5,653.75
Aves,Bycanistes,subcylindricus,1100,1254.5
Aves,Ceratogymna,atrata,1059,1334.5
Aves,Ceratogymna,brevis,1162,1308
Aves,Ceratogymna,elata,1750,2100
Aves,Ocyceros,birostris,-999,375
Aves,Ocyceros,gingalensis,-999,238
Aves,Ocyceros,griseus,-999,289
Aves,Penelopides,affinis,442.5,520.75
Aves,Penelopides,exarhatus,370,-999
Aves,Penelopides,manillae,453.5,479.5
Aves,Penelopides,mindorensis,429.75,485.75
Aves,Penelopides,panini,429.75,513.75
Aves,Penelopides,samarensis,442.5,520.75
Aves,Rhinoplax,vigil,2725,3060
Aves,Rhyticeros,narcondami,675,725
Aves,Rhyticeros,plicatus,1667.5,1776.5
Aves,Rhyticeros,subruficollis,1667.5,1922.5
Aves,Rhyticeros,undulatus,1986.25,2590
Aves,Tockus,alboterminatus,205,252.75
Aves,Tockus,bradfieldi,193,200
Aves,Tockus,camurus,97,111
Aves,Tockus,damarensis,128,149
Aves,Tockus,deckeni,145,194
Aves,Tockus,erythrorhynchus,128,149
Aves,Tockus,fasciatus,241,278
Aves,Tockus,flavirostris,182,258
Aves,Tockus,hartlaubi,85.6,110
Aves,Tockus,hemprichii,297,297
Aves,Tockus,jacksoni,145,194
Aves,Tockus,kempi,128,149
Aves,Tockus,leucomelas,177.5,230.5
Aves,Tockus,monteiri,-999,-999
Aves,Tockus,nasutus,168.75,217.75
Aves,Tockus,pallidirostris,211.5,256
Aves,Tockus,ruahae,128,149
Aves,Tockus,rufirostris,128,149
Aves,Tropicranus,albocristatus,282,297
Aves,Bucorvus,abyssinicus,3500,4000
Aves,Bucorvus,leadbeateri,3344,4358
Aves,Phoeniculus,bollei,48.5,62.5
Aves,Phoeniculus,castaneiceps,23,26
Aves,Phoeniculus,damarensis,77,85.8
Aves,Phoeniculus,granti,64.3,85.6
Aves,Phoeniculus,purpureus,62.95,81.7
Aves,Phoeniculus,somaliensis,62.95,81.7
Aves,Rhinopomastus,aterrimus,30.3,28.9
Aves,Rhinopomastus,cyanomelas,30.3,35
Aves,Rhinopomastus,minor,-999,28
Aves,Upupa,africana,65.5,70.45
Aves,Upupa,epops,65.5,70.45
Aves,Upupa,marginata,66,74.5
Aves,Antrostomus,arizonae,56.5,50.3
Aves,Antrostomus,badius,-999,-999
Aves,Antrostomus,carolinensis,107.95,109.95
Aves,Antrostomus,cubanensis,-999,-999
Aves,Antrostomus,ekmani,-999,-999
Aves,Antrostomus,noctitherus,56.5,50.3
Aves,Antrostomus,ridgwayi,48,-999
Aves,Antrostomus,rufus,-999,-999
Aves,Antrostomus,salvini,56,-999
Aves,Antrostomus,saturatus,-999,-999
Aves,Antrostomus,sericocaudatus,-999,83
Aves,Antrostomus,vociferus,56.5,50.3
Aves,Caprimulgus,aegyptius,76,83.5
Aves,Caprimulgus,affinis,-999,-999
Aves,Caprimulgus,andamanicus,67.6,64.4
Aves,Caprimulgus,asiaticus,-999,46
Aves,Caprimulgus,atripennis,67.6,64.4
Aves,Caprimulgus,batesi,100.5,-999
Aves,Caprimulgus,binotatus,-999,-999
Aves,Caprimulgus,celebensis,67.6,64.4
Aves,Caprimulgus,clarus,43.8,41.4
Aves,Caprimulgus,climacurus,41.75,44.65
Aves,Caprimulgus,donaldsoni,30.1,28.6
Aves,Caprimulgus,europaeus,74,72.15
Aves,Caprimulgus,eximius,-999,66.3
Aves,Caprimulgus,fossii,57.4,59.2
Aves,Caprimulgus,fraenatus,55,64.1
Aves,Caprimulgus,indicus,86.5,97
Aves,Caprimulgus,inornatus,47.8,47.1
Aves,Caprimulgus,jotaka,86.5,97
Aves,Caprimulgus,longipennis,48.5,40.7
Aves,Caprimulgus,macrurus,67.6,64.4
Aves,Caprimulgus,madagascariensis,-999,-999
Aves,Caprimulgus,mahrattensis,-999,-999
Aves,Caprimulgus,manillensis,67.6,64.4
Aves,Caprimulgus,natalensis,65,80.85
Aves,Caprimulgus,nigriscapularis,54,49
Aves,Caprimulgus,nubicus,-999,47.65
Aves,Caprimulgus,pectoralis,54,54.8
Aves,Caprimulgus,phalaena,86.5,97
Aves,Caprimulgus,poliocephalus,47,48
Aves,Caprimulgus,ruficollis,76.25,86
Aves,Caprimulgus,rufigena,55.1,54.1
Aves,Caprimulgus,ruwenzorii,51.6,46.7
Aves,Caprimulgus,stellatus,59.7,56.7
Aves,Caprimulgus,tristigma,78.5,79.6
Aves,Caprimulgus,vexillarius,77.1,67.7
Aves,Chordeiles,acutipennis,48,47
Aves,Chordeiles,gundlachii,64,60
Aves,Chordeiles,minor,64,60
Aves,Chordeiles,nacunda,127,-999
Aves,Chordeiles,pusillus,30.6,-999
Aves,Chordeiles,rupestris,-999,-999
Aves,Eleothreptus,anomalus,-999,43.7
Aves,Eleothreptus,candicans,35,35
Aves,Eurostopodus,archboldi,-999,-999
Aves,Eurostopodus,argus,91,105
Aves,Eurostopodus,diabolicus,-999,-999
Aves,Eurostopodus,exul,172.75,104
Aves,Eurostopodus,mystacalis,172.75,104
Aves,Eurostopodus,nigripennis,172.75,104
Aves,Eurostopodus,papuensis,80.5,-999
Aves,Gactornis,enarratus,-999,-999
Aves,Hydropsalis,cayennensis,35,35
Aves,Hydropsalis,climacocerca,-999,46.5
Aves,Hydropsalis,maculicaudus,28,30.5
Aves,Hydropsalis,torquata,58.5,57
Aves,Lurocalis,rufiventris,-999,-999
Aves,Lurocalis,semitorquatus,-999,-999
Aves,Lyncornis,macrotis,151,131.75
Aves,Lyncornis,temminckii,-999,-999
Aves,Nyctidromus,albicollis,52.5,53.6
Aves,Nyctidromus,anthonyi,36.6,35.2
Aves,Nyctiphrynus,mcleodii,-999,34.975
Aves,Nyctiphrynus,ocellatus,-999,-999
Aves,Nyctiphrynus,rosenbergi,52,-999
Aves,Nyctiphrynus,yucatanicus,-999,-999
Aves,Nyctipolus,nigrescens,38.5,37.5
Aves,Nyctiprogne,leucopyga,-999,-999
Aves,Phalaenoptilus,nuttallii,49.5,47.2
Aves,Setopagis,heterura,-999,-999
Aves,Setopagis,parvula,-999,-999
Aves,Setopagis,whitelyi,42.75,36.25
Aves,Systellura,longirostris,-999,-999
Aves,Uropsalis,lyra,-999,-999
Aves,Uropsalis,segmentata,43.5,40.2
Aves,Nyctibius,aethereus,-999,-999
Aves,Nyctibius,bracteatus,-999,-999
Aves,Nyctibius,grandis,557,533
Aves,Nyctibius,griseus,166,199
Aves,Nyctibius,jamaicensis,180,242
Aves,Nyctibius,leucopterus,-999,-999
Aves,Nyctibius,maculosus,-999,-999
Aves,Batrachostomus,affinis,-999,-999
Aves,Batrachostomus,auritus,-999,-999
Aves,Batrachostomus,chaseni,-999,-999
Aves,Batrachostomus,cornutus,-999,-999
Aves,Batrachostomus,hodgsoni,-999,-999
Aves,Batrachostomus,javensis,-999,-999
Aves,Batrachostomus,moniliger,59,46.5
Aves,Batrachostomus,septimus,78.875,94.9
Aves,Batrachostomus,stellatus,-999,-999
Aves,Podargus,ocellatus,170,262
Aves,Podargus,papuensis,341,398.5
Aves,Podargus,strigoides,298,349
Aves,Rigidipenna,inexpectata,170,262
Aves,Steatornis,caripensis,-999,410
Aves,Cariama,cristata,1750,-999
Aves,Chunga,burmeisteri,-999,-999
Aves,Casuarius,bennetti,-999,-999
Aves,Casuarius,casuarius,45500,31850
Aves,Casuarius,unappendiculatus,58000,36600
Aves,Dromaius,novaehollandiae,36975,32000
Aves,Aethia,cristatella,251.4,268
Aves,Aethia,psittacula,276.35,273
Aves,Aethia,pusilla,-999,-999
Aves,Aethia,pygmaea,118.1,127
Aves,Alca,torda,700,734
Aves,Alle,alle,151,159
Aves,Brachyramphus,brevirostris,-999,-999
Aves,Brachyramphus,marmoratus,225.85,220.5
Aves,Brachyramphus,perdix,225.85,260
Aves,Cepphus,carbo,480,510
Aves,Cepphus,columba,483,487
Aves,Cepphus,grylle,393.5,380.5
Aves,Cerorhinca,monocerata,456,510
Aves,Fratercula,arctica,379.5,384
Aves,Fratercula,cirrhata,743.85,805.75
Aves,Fratercula,corniculata,517,556
Aves,Pinguinus,impennis,-999,-999
Aves,Ptychoramphus,aleuticus,-999,-999
Aves,Synthliboramphus,antiquus,205.7,206.3
Aves,Synthliboramphus,craveri,-999,-999
Aves,Synthliboramphus,hypoleucus,173.2,166.1
Aves,Synthliboramphus,scrippsi,173.2,166.1
Aves,Synthliboramphus,wumizusume,-999,-999
Aves,Uria,aalge,985,997.25
Aves,Uria,lomvia,936.5,961
Aves,Burhinus,bistriatus,-999,787
Aves,Burhinus,capensis,440.5,-999
Aves,Burhinus,grallarius,625.15,672
Aves,Burhinus,indicus,459,475
Aves,Burhinus,oedicnemus,459,475
Aves,Burhinus,senegalensis,-999,-999
Aves,Burhinus,superciliaris,-999,-999
Aves,Burhinus,vermiculatus,317.15,297
Aves,Esacus,magnirostris,1000,1016
Aves,Esacus,recurvirostris,-999,-999
Aves,Anarhynchus,frontalis,56.7,58.6
Aves,Charadrius,alexandrinus,46.1,44
Aves,Charadrius,alticola,-999,-999
Aves,Charadrius,asiaticus,75.6,76.3
Aves,Charadrius,bicinctus,58.4,58.8
Aves,Charadrius,collaris,29.3,25
Aves,Charadrius,dubius,39.2,38.3
Aves,Charadrius,falklandicus,-999,-999
Aves,Charadrius,forbesi,-999,-999
Aves,Charadrius,hiaticula,64.75,63.5
Aves,Charadrius,leschenaultii,90,90.4
Aves,Charadrius,marginatus,46.6,46.1
Aves,Charadrius,melodus,54.6,54.9
Aves,Charadrius,modestus,-999,-999
Aves,Charadrius,mongolus,63,63
Aves,Charadrius,montanus,114,102
Aves,Charadrius,morinellus,117,100
Aves,Charadrius,nivosus,46.1,44
Aves,Charadrius,obscurus,110,160
Aves,Charadrius,pallidus,-999,-999
Aves,Charadrius,pecuarius,31,34
Aves,Charadrius,peronii,-999,-999
Aves,Charadrius,placidus,64,58
Aves,Charadrius,ruficapillus,42,42
Aves,Charadrius,sanctaehelenae,-999,-999
Aves,Charadrius,semipalmatus,48,47.5
Aves,Charadrius,thoracicus,-999,-999
Aves,Charadrius,tricollaris,-999,-999
Aves,Charadrius,veredus,79,80
Aves,Charadrius,vociferus,101,92.1
Aves,Charadrius,wilsonia,63,59
Aves,Elseyornis,melanops,30,30
Aves,Erythrogonys,cinctus,50,46.8
Aves,Hoploxypterus,cayanus,82,70
Aves,Oreopholus,ruficollis,-999,-999
Aves,Peltohyas,australis,86.55,90
Aves,Peltohyas,cinctus,-999,-999
Aves,Phegornis,mitchellii,35.8,30
Aves,Pluvialis,apricaria,195,185.5
Aves,Pluvialis,dominica,154,150.5
Aves,Pluvialis,fulva,146,145
Aves,Pluvialis,squatarola,202,236.2
Aves,Thinornis,cucullatus,-999,-999
Aves,Thinornis,novaeseelandiae,-999,-999
Aves,Vanellus,albiceps,-999,-999
Aves,Vanellus,armatus,167,162
Aves,Vanellus,chilensis,-999,-999
Aves,Vanellus,cinereus,265,283
Aves,Vanellus,coronatus,156,171
Aves,Vanellus,crassirostris,170,170
Aves,Vanellus,duvaucelii,143,174.5
Aves,Vanellus,gregarius,208,252.25
Aves,Vanellus,indicus,170,181
Aves,Vanellus,leucurus,119,139
Aves,Vanellus,lugubris,113,109.5
Aves,Vanellus,macropterus,-999,-999
Aves,Vanellus,malarbaricus,-999,-999
Aves,Vanellus,melanocephalus,-999,-999
Aves,Vanellus,melanopterus,180,189.75
Aves,Vanellus,miles,248.4,254.6
Aves,Vanellus,resplendens,216,211
Aves,Vanellus,senegallus,-999,-999
Aves,Vanellus,spinosus,183.9,191.75
Aves,Vanellus,superciliosus,-999,-999
Aves,Vanellus,tectus,100,-999
Aves,Vanellus,tricolor,176,188
Aves,Vanellus,vanellus,226,211
Aves,Chionis,albus,636.5,725
Aves,Chionis,minor,551,625
Aves,Dromas,ardeola,325,262
Aves,Cursorius,coromandelicus,-999,-999
Aves,Cursorius,cursor,128,133
Aves,Cursorius,rufus,128,133
Aves,Cursorius,somalensis,128,133
Aves,Cursorius,temminckii,74.3,68.6
Aves,Glareola,cinerea,37.4,-999
Aves,Glareola,lactea,-999,-999
Aves,Glareola,maldivarum,75.2,76.8
Aves,Glareola,nordmanni,96,98.75
Aves,Glareola,nuchalis,-999,-999
Aves,Glareola,ocularis,82,103
Aves,Glareola,pratincola,75,79
Aves,Rhinoptilus,africanus,88,86
Aves,Rhinoptilus,bitorquatus,-999,-999
Aves,Rhinoptilus,chalcopterus,155.2,151
Aves,Rhinoptilus,cinctus,-999,125
Aves,Stiltia,isabella,65,66
Aves,Haematopus,ater,643,702
Aves,Haematopus,bachmani,548.5,542
Aves,Haematopus,chathamensis,542,542
Aves,Haematopus,finschi,548.5,517
Aves,Haematopus,fuliginosus,778.5,740.3
Aves,Haematopus,leucopodus,632,598
Aves,Haematopus,longirostris,616,580
Aves,Haematopus,meadewaldoi,539,521
Aves,Haematopus,moquini,542,542
Aves,Haematopus,ostralegus,539,521
Aves,Haematopus,palliatus,616,554.5
Aves,Haematopus,unicolor,579,620
Aves,Ibidorhyncha,struthersii,287,300
Aves,Actophilornis,africanus,261,137
Aves,Actophilornis,albinucha,239,-999
Aves,Hydrophasianus,chirurgus,214,126
Aves,Irediparra,gallinacea,132.25,75.55
Aves,Jacana,jacana,144.1,87.5
Aves,Jacana,spinosa,153.2,86.9
Aves,Metopidius,indicus,282.4,176.2
Aves,Microparra,capensis,41.3,-999
Aves,Anous,minutus,97.5,-999
Aves,Anous,stolidus,171.5,186
Aves,Anous,tenuirostris,114,92
Aves,Chlidonias,albostriatus,-999,-999
Aves,Chlidonias,hybrida,86,90
Aves,Chlidonias,leucopterus,58.5,70.3
Aves,Chlidonias,niger,63,61.8
Aves,Chroicocephalus,brunnicephalus,525,632.5
Aves,Chroicocephalus,bulleri,218,243
Aves,Chroicocephalus,cirrocephalus,308.5,338.5
Aves,Chroicocephalus,genei,236,275
Aves,Chroicocephalus,hartlaubii,-999,-999
Aves,Chroicocephalus,maculipennis,-999,-999
Aves,Chroicocephalus,novaehollandiae,240.5,302.5
Aves,Chroicocephalus,philadelphia,175,189
Aves,Chroicocephalus,ridibundus,254,277
Aves,Chroicocephalus,saundersi,-999,196.5
Aves,Chroicocephalus,scopulinus,240.5,302.5
Aves,Chroicocephalus,serranus,-999,478
Aves,Creagrus,furcatus,-999,-999
Aves,Gelochelidon,nilotica,235,230
Aves,Gygis,alba,321,379.5
Aves,Hydrocoloeus,minutus,98,99
Aves,Hydroprogne,caspia,588,694
Aves,Ichthyaetus,audouinii,-999,-999
Aves,Ichthyaetus,ichthyaetus,1193,1582
Aves,Ichthyaetus,leucophthalmus,303,357
Aves,Ichthyaetus,melanocephalus,-999,-999
Aves,Ichthyaetus,relictus,463,519
Aves,Larosterna,inca,-999,-999
Aves,Larus,argentatus,1015,1147
Aves,Larus,armenicus,-999,-999
Aves,Larus,atlanticus,766.5,930
Aves,Larus,belcheri,567.75,717.75
Aves,Larus,cachinnans,1019,1160
Aves,Larus,californicus,649.5,758.625
Aves,Larus,canus,393,426.25
Aves,Larus,crassirostris,522,591
Aves,Larus,delawarensis,471,566
Aves,Larus,dominicanus,840,1062
Aves,Larus,fuscus,859,977
Aves,Larus,glaucescens,946.1,1180
Aves,Larus,glaucoides,-999,863
Aves,Larus,heermanni,-999,-999
Aves,Larus,hemprichii,400,510
Aves,Larus,hyperboreus,1373,1702.75
Aves,Larus,livens,809,994.5
Aves,Larus,marinus,1488,1827.5
Aves,Larus,michahellis,1019,1160
Aves,Larus,occidentalis,809,994.5
Aves,Larus,pacificus,1077,1550
Aves,Larus,schistisagus,1373,1373
Aves,Larus,smithsonianus,1015,1147
Aves,Larus,thayeri,954.625,1054
Aves,Larus,vegae,1019,1160
Aves,Leucophaeus,atricilla,289,317.25
Aves,Leucophaeus,fuliginosus,-999,-999
Aves,Leucophaeus,modestus,-999,-999
Aves,Leucophaeus,pipixcan,279,281
Aves,Leucophaeus,scoresbii,498.75,550.5
Aves,Onychoprion,aleuticus,-999,-999
Aves,Onychoprion,anaethetus,133,139
Aves,Onychoprion,fuscatus,249,239
Aves,Onychoprion,lunatus,-999,-999
Aves,Pagophila,eburnea,507,617
Aves,Phaetusa,simplex,-999,-999
Aves,Procelsterna,albivitta,-999,-999
Aves,Procelsterna,cerulea,-999,-999
Aves,Rhodostethia,rosea,144,180
Aves,Rissa,brevirostris,382,400
Aves,Rissa,tridactyla,393,421
Aves,Rynchops,albicollis,-999,-999
Aves,Rynchops,flavirostris,164,164
Aves,Rynchops,niger,254,346.5
Aves,Sterna,acuticauda,-999,-999
Aves,Sterna,aurantia,-999,-999
Aves,Sterna,dougallii,117,117
Aves,Sterna,forsteri,-999,-999
Aves,Sterna,hirundinacea,187,187
Aves,Sterna,hirundo,126,124
Aves,Sterna,paradisaea,117,112
Aves,Sterna,repressa,-999,128
Aves,Sterna,striata,131.9,125.8
Aves,Sterna,sumatrana,106,106
Aves,Sterna,trudeaui,-999,-999
Aves,Sterna,virgata,-999,-999
Aves,Sterna,vittata,-999,-999
Aves,Sternula,albifrons,55,60
