"","Cmean","I","K","Kstar","CmeanP","IP","KP","KstarP"
"1",-0.00870006328196784,-0.0127056681066566,0.110479746100057,0.122405173376346,0.3309,0.41195,0.017,0.01095
"2",0.0170350910563249,-0.005517115552665,0.184856806311561,0.204119969308718,0.5071,0.64375,0.1713,0.20515
"3",0.0295117311113952,0.00104047989303439,0.195061209575333,0.214116866930847,0.556,0.708,0.668,0.682
