"","Cmean","I","K","Kstar","CmeanP","IP","KP","KstarP"
"1",0.0186091725082313,0.00145920253931868,0.10155532118172,0.116327514684118,0.1789,0.10875,0.015,0.01785
"2",0.039482054527909,0.00696144594138324,0.158972575549622,0.183505487537962,0.3223,0.255,0.35385,0.41525
"3",0.0471170471023797,0.00946945366853149,0.175529210283231,0.199343299733576,0.373,0.322,0.837,0.869
