"","Cmean","I","K","Kstar","CmeanP","IP","KP","KstarP"
"1",0.0196474758836219,0.0010132275330826,0.0987965527992744,0.1151795277493,0.19625,0.11395,0.0735,0.03785
"2",0.0418826952688606,0.00784025901537639,0.15938803417942,0.18586798493771,0.31705,0.25135,0.5786,0.51435
"3",0.0484514392477741,0.0109736856050505,0.181221119384042,0.206846014564783,0.353,0.377,0.909,0.884
